"","year","Aruba_GDP","Afghanistan_GDP","Angola_GDP","Albania_GDP","Andorra_GDP","Arab World_GDP","United Arab Emirates_GDP","Argentina_GDP","Armenia_GDP","American Samoa_GDP","Antigua and Barbuda_GDP","Australia_GDP","Austria_GDP","Azerbaijan_GDP","Burundi_GDP","Belgium_GDP","Benin_GDP","Burkina Faso_GDP","Bangladesh_GDP","Bulgaria_GDP","Bahrain_GDP","Bahamas, The_GDP","Bosnia and Herzegovina_GDP","Belarus_GDP","Belize_GDP","Bermuda_GDP","Bolivia_GDP","Brazil_GDP","Barbados_GDP","Brunei Darussalam_GDP","Bhutan_GDP","Botswana_GDP","Central African Republic_GDP","Canada_GDP","Central Europe and the Baltics_GDP","Switzerland_GDP","Channel Islands_GDP","Chile_GDP","China_GDP","Cote d'Ivoire_GDP","Cameroon_GDP","Congo, Dem. Rep._GDP","Congo, Rep._GDP","Colombia_GDP","Comoros_GDP","Cabo Verde_GDP","Costa Rica_GDP","Caribbean small states_GDP","Cuba_GDP","Cayman Islands_GDP","Cyprus_GDP","Czech Republic_GDP","Germany_GDP","Djibouti_GDP","Dominica_GDP","Denmark_GDP","Dominican Republic_GDP","Algeria_GDP","East Asia & Pacific (excluding high income)_GDP","Early-demographic dividend_GDP","East Asia & Pacific_GDP","Europe & Central Asia (excluding high income)_GDP","Europe & Central Asia_GDP","Ecuador_GDP","Egypt, Arab Rep._GDP","Euro area_GDP","Eritrea_GDP","Spain_GDP","Estonia_GDP","Ethiopia_GDP","European Union_GDP","Fragile and conflict affected situations_GDP","Finland_GDP","Fiji_GDP","France_GDP","Faroe Islands_GDP","Micronesia, Fed. Sts._GDP","Gabon_GDP","United Kingdom_GDP","Georgia_GDP","Ghana_GDP","Guinea_GDP","Gambia, The_GDP","Guinea-Bissau_GDP","Equatorial Guinea_GDP","Greece_GDP","Grenada_GDP","Greenland_GDP","Guatemala_GDP","Guam_GDP","Guyana_GDP","High income_GDP","Hong Kong SAR, China_GDP","Honduras_GDP","Heavily indebted poor countries (HIPC)_GDP","Croatia_GDP","Haiti_GDP","Hungary_GDP","IBRD only_GDP","IDA & IBRD total_GDP","IDA total_GDP","IDA blend_GDP","Indonesia_GDP","IDA only_GDP","Isle of Man_GDP","India_GDP","Ireland_GDP","Iran, Islamic Rep._GDP","Iraq_GDP","Iceland_GDP","Israel_GDP","Italy_GDP","Jamaica_GDP","Jordan_GDP","Japan_GDP","Kazakhstan_GDP","Kenya_GDP","Kyrgyz Republic_GDP","Cambodia_GDP","Kiribati_GDP","St. Kitts and Nevis_GDP","Korea, Rep._GDP","Kuwait_GDP","Latin America & Caribbean (excluding high income)_GDP","Lao PDR_GDP","Lebanon_GDP","Liberia_GDP","Libya_GDP","St. Lucia_GDP","Latin America & Caribbean_GDP","Least developed countries: UN classification_GDP","Low income_GDP","Liechtenstein_GDP","Sri Lanka_GDP","Lower middle income_GDP","Low & middle income_GDP","Lesotho_GDP","Late-demographic dividend_GDP","Lithuania_GDP","Luxembourg_GDP","Latvia_GDP","Macao SAR, China_GDP","Morocco_GDP","Monaco_GDP","Moldova_GDP","Madagascar_GDP","Maldives_GDP","Middle East & North Africa_GDP","Mexico_GDP","Marshall Islands_GDP","Middle income_GDP","Macedonia, FYR_GDP","Mali_GDP","Malta_GDP","Myanmar_GDP","Middle East & North Africa (excluding high income)_GDP","Montenegro_GDP","Mongolia_GDP","Northern Mariana Islands_GDP","Mozambique_GDP","Mauritania_GDP","Mauritius_GDP","Malawi_GDP","Malaysia_GDP","North America_GDP","Namibia_GDP","New Caledonia_GDP","Niger_GDP","Nigeria_GDP","Nicaragua_GDP","Netherlands_GDP","Norway_GDP","Nepal_GDP","Nauru_GDP","New Zealand_GDP","OECD members_GDP","Oman_GDP","Other small states_GDP","Pakistan_GDP","Panama_GDP","Peru_GDP","Philippines_GDP","Palau_GDP","Papua New Guinea_GDP","Poland_GDP","Pre-demographic dividend_GDP","Puerto Rico_GDP","Portugal_GDP","Paraguay_GDP","West Bank and Gaza_GDP","Pacific island small states_GDP","Post-demographic dividend_GDP","French Polynesia_GDP","Qatar_GDP","Romania_GDP","Russian Federation_GDP","Rwanda_GDP","South Asia_GDP","Saudi Arabia_GDP","Sudan_GDP","Senegal_GDP","Singapore_GDP","Solomon Islands_GDP","Sierra Leone_GDP","El Salvador_GDP","San Marino_GDP","Somalia_GDP","Serbia_GDP","Sub-Saharan Africa (excluding high income)_GDP","South Sudan_GDP","Sub-Saharan Africa_GDP","Small states_GDP","Sao Tome and Principe_GDP","Suriname_GDP","Slovak Republic_GDP","Slovenia_GDP","Sweden_GDP","Swaziland_GDP","Seychelles_GDP","Syrian Arab Republic_GDP","Chad_GDP","East Asia & Pacific (IDA & IBRD countries)_GDP","Europe & Central Asia (IDA & IBRD countries)_GDP","Togo_GDP","Thailand_GDP","Tajikistan_GDP","Turkmenistan_GDP","Latin America & the Caribbean (IDA & IBRD countries)_GDP","Timor-Leste_GDP","Middle East & North Africa (IDA & IBRD countries)_GDP","Tonga_GDP","South Asia (IDA & IBRD)_GDP","Sub-Saharan Africa (IDA & IBRD countries)_GDP","Trinidad and Tobago_GDP","Tunisia_GDP","Turkey_GDP","Tuvalu_GDP","Tanzania_GDP","Uganda_GDP","Ukraine_GDP","Upper middle income_GDP","Uruguay_GDP","United States_GDP","Uzbekistan_GDP","St. Vincent and the Grenadines_GDP","Venezuela, RB_GDP","Virgin Islands (U.S.)_GDP","Vietnam_GDP","Vanuatu_GDP","World_GDP","Samoa_GDP","Kosovo_GDP","Yemen, Rep._GDP","South Africa_GDP","Zambia_GDP","Zimbabwe_GDP"
"1",2019,31322.3392663491,517.875794126247,4300.7919773045,4874.97400361131,45920.6636741948,6241.41107793021,39334.0219538877,11207.9497037605,4459.17918411165,13062.6223659216,16034.4391577003,51426.4456080988,50966.9357180668,7326.96104325785,255.940819679325,47422.1952191447,800.679144044829,580.70619736813,822.913010386223,7203.87031800015,24580.2549617707,28826.5300381616,6512.73110551602,7583.31021765829,5084.06512235061,92444.8068841728,2203.39004051997,9323.18756535248,19272.2971313533,37225.6257403763,2475.09476930671,6703.48976904678,468.608916261854,47550.9620850461,16424.4245957246,80919.8138073911,106173.378548617,11993.4615840534,4484.64766607579,1359.50922195526,1488.21108699864,308.854719861394,2327.78510465795,5776.45615373575,823.036966693729,3723.8880855715,8477.47099817038,9169.98329287436,6142.66221497281,108185.388741707,33810.7104807536,24691.6978049777,49592.3656505237,1580.23936684326,8233.82488083048,62173.7287744307,5361.98775616687,4507.59832495934,3891.63075454411,2822.3034228374,8110.88405179325,10011.3246627635,25021.4098564656,4877.52395907015,2681.06789568703,40899.2087362073,559.852665571765,31637.6836014511,23518.3268940216,427.521025465234,36758.6434521656,2079.73339912156,50225.2255943629,4573.17516500692,44486.4491681587,66421.1283646775,3318.34430662233,9139.78077789833,47397.0523908939,4316.63916972914,1139.36703502642,674.695982813915,675.143747991075,592.744038291909,13652.1357350308,25714.0792127507,9490.98363544367,44807.3861951896,3150.87486218064,39272.7825411998,2821.26170273098,44000.0467002669,39711.7235769818,1958.77190142582,729.826881233235,16948.9502323862,855.072822065085,17054.9090057831,4241.84083308643,3474.82440185745,990.530242628265,1401.65601033818,2908.0356174615,885.253395487169,108196.913582586,1199.55691451774,56362.8739955402,5435.09113461888,5824.37099159841,56442.5018339595,33500.7871773189,39109.4627345423,5031.71650392868,3636.99183144381,50378.6935562433,12564.0882839431,994.941517257437,1188.39002175786,832.189333064383,1492.54611784348,15535.4593990227,24191.7419169337,41481.0213387744,8087.28015345155,1656.98351340478,10305.5659657929,297.955244730246,11210.5119807266,9591.87458106055,8411.24751306558,929.953572364262,561.84529988965,166076.916538185,2547.59226508641,1626.36796596739,3378.60709191786,1103.25233122401,5862.1476135086,19380.2551961427,107471.896021894,18863.5719783534,73021.5841452396,2888.56686297685,178285.661081951,2486.41256145111,411.016919487137,8812.42781838891,7332.61786945042,9968.46103999525,3772.48253244435,3684.46589267167,5746.32780183351,742.941827059683,24317.336840268,1607.94544831413,5128.90583416482,9477.83710181341,3030.51394880432,15856.3557222765,507.127743294401,1156.30733732371,9558.6615845217,378.68934142414,8987.25538303959,55549.0684940435,5107.41416847653,26216.2140102325,341.652628064428,1737.31896625298,2210.57398773458,52902.4524216168,87006.7122714994,554.444718727962,12594.3459171925,35988.314434011,40127.9876026586,18793.4762610168,12970.0798639457,1124.95043846065,9158.6618748625,4876.16062883814,2216.83881243996,13372.8654477262,2037.28129242518,16238.9763703074,1197.50589672056,28313.8908557512,22943.0603323044,3536.27696668968,3073.30069711994,3570.00161649854,44094.5520048852,28982.3385973937,71942.276653057,10653.5397693333,13730.4112988124,573.253045021349,1150.8033299309,20147.9400013719,1470.05644628107,1010.34658709079,47846.5893218776,1764.05999742806,438.413821621225,3933.95271461239,66441.4709868971,461.065431213927,7257.10997830611,1396.44806891964,490.45793940642,1397.78573224655,11741.0170118705,2038.39131683367,6677.98044016777,21860.0259429505,28857.1688790435,57351.9405738048,3333.68704820299,13982.0670536282,1870.21932733481,748.276167822522,3933.17652050103,10536.6558163498,547.855643819388,5020.41423782895,950.107609418621,6592.10835718235,8287.30406893347,1469.97847640525,5153.24278851866,4253.67242638799,1150.8033299309,1397.78573224656,16346.5200611962,4307.80144035505,9934.27131177566,3857.83041678314,939.103184902095,536.091774499859,3284.77298775045,6050.98721779182,12108.4422840975,56424.5249640904,1893.70030036138,6718.20288809185,9861.28124619235,43133.167725967,1847.28668555936,3108.83164251383,10207.3237821362,4381.23810688863,4758.59957845713,1585.32224503838,6558.17585505385,1171.28510924851,841.143082844152
"2",2020,31918.05217078,525.621374603528,4441.1817024512,5025.06555743644,46868.7050295358,6373.47451413845,39607.4606216901,11413.2605286406,4625.11459107022,13345.816516725,16384.2470308997,52437.0738494704,51957.1357151936,7612.00253403361,258.993115929617,48323.3078552557,814.364906187599,590.485461614171,837.97036905992,7379.98302319698,25086.2110217948,29358.1892693065,6764.13841281546,7840.39618089912,5177.39238346895,94297.3054569601,2243.41067064712,9508.48483398301,19690.1152012744,37921.2025071394,2541.87913658403,6839.37878523453,474.685421129509,48440.902239715,16972.6524649893,82452.5360239013,109522.525915435,12234.1423678297,4585.22519995001,1378.71143375527,1512.05557488333,309.082352451609,2369.93320245999,5892.38549951414,835.756039749169,3820.3216631315,8646.90676954878,9342.75679565378,6260.30795632745,111576.502668295,34616.175639936,25498.125662091,50596.4259118524,1612.16828025157,8431.83101992402,63365.1233217982,5468.62034332121,4587.34081190758,3977.17773790201,2876.22678448758,8274.31615312299,10339.0311308079,25506.2509842054,4966.33573510466,2737.14100508885,41680.3105959324,576.410339490132,32260.9394118094,24439.342443703,435.881887404827,37467.9709225094,2163.45133131431,51185.6866284506,4654.58367455335,45316.2720596506,68555.8883921588,3378.52731011306,9294.3442097939,48317.971502047,4467.24871802697,1159.1581667975,684.783972619749,684.655895740903,604.35304163583,13970.3388318215,26209.6653004987,9715.44142891024,45767.0234235823,3208.66439979596,40262.3674421853,2875.70067708216,44834.2886499197,40503.7801425345,1993.74047225602,741.332821941927,17474.6429133156,876.29420718606,17579.0388948926,4328.88263460039,3545.16181878827,1007.96458954654,1427.58248695878,2973.3654240223,904.318433907742,112511.305678668,1223.03139676998,57534.2069478761,5529.36035090443,5919.19471155995,57508.4824008029,34146.9238301089,39854.7874387151,5121.50790009293,3701.94867476619,51317.4362805667,13041.566868026,1012.70290667567,1222.14738436048,846.913930762319,1515.14869527276,15851.407678389,24699.5125151981,42245.7480142007,8242.9627830158,1707.58277336742,10593.620021877,298.936601702484,11421.429077071,9811.79617909639,8573.33111797803,954.55559248029,572.110254502801,169853.512807121,2600.59196183109,1659.77000859266,3446.94501699338,1124.59976386894,5986.33632351563,20158.8589372986,109640.028520854,19610.1555929882,75264.5193723962,2942.1300751711,181829.875202657,2586.98605967092,415.212000525608,9074.25156879995,7487.95393347053,10159.136177652,3845.84781250556,3759.45119278735,5910.39798082324,757.804239932888,24869.1353746215,1693.31361335446,5298.39808434091,9865.56496248604,3101.47221183332,15798.883644783,515.819974741575,1175.76326965024,9793.82902159414,384.78470578351,9167.09156015812,56574.4161655386,5210.66785280328,26693.1638360961,344.776788639572,1771.45182635715,2274.92033738346,53918.5935697984,88755.1931610019,564.793912150653,13361.7423593134,36682.4287492039,40885.8130896362,19182.6273060408,13269.7355549409,1145.81277864068,9334.24825998221,4970.29132104735,2258.34748734946,13689.4274901068,2074.22206561975,16776.4105896878,1221.38172501291,28872.777040076,23401.3961404006,3605.40648047387,3160.41720692359,3637.29701172386,44931.8361137593,29512.7875457135,73446.5463745976,11008.3057442657,14186.2821644073,583.314969043466,1173.13287887594,20497.5624703382,1497.46607791557,1024.36314651882,48838.1537202219,1793.39021827349,444.153624078031,4014.68962164977,66996.5129039725,469.877087423753,7491.12940548826,1420.40549379847,384.736157085863,1421.76923586873,12006.0412117462,2126.73812675977,6805.57286928321,22588.1337822501,29667.7304050773,58415.4105527333,3397.47221137113,14261.4379000588,1896.52569173834,761.624442352004,4019.63526993321,10881.5083023931,555.599931258308,5122.50739757367,979.732924137134,6828.72719737416,8447.24692737975,1535.22000949502,5323.75308826531,4352.50298191889,1173.13287887593,1421.76923586873,16662.4651158163,4391.78906239016,10136.4958512523,3967.93257305605,968.587132294022,544.745545133304,3366.76161661078,6176.90085838299,12347.6858939228,57464.7775771455,1952.58540059561,6853.06431332906,10039.2475061573,43962.2532011347,1906.99791025092,3174.53050953517,10399.3140710262,4500.68136872229,4935.39517299325,1634.38732211679,6672.48467857952,1189.22452753036,848.13380823337
"3",2021,32513.7650752109,533.36695508081,4581.5714275979,5175.15711126156,47816.746384877,6505.53795034662,39880.8992894926,11618.5713535206,4791.04999802884,13629.0106675284,16734.0549040991,53447.702090842,52947.3357123204,7897.04402480926,262.045412179908,49224.4204913666,828.050668330368,600.264725860212,853.027727733617,7556.09572839382,25592.167081819,29889.8485004512,7015.54572011484,8097.48214413994,5270.71964458728,96149.8040297474,2283.43130077426,9693.78210261359,20107.9332711954,38616.7792739028,2608.66350386135,6975.26780142228,480.761925997163,49330.8423943841,17520.8803342541,83985.258240412,112871.673282251,12474.823151606,4685.80273382427,1397.91364555529,1535.90006276802,309.309985041823,2412.08130026203,6008.31484529254,848.475112804608,3916.75524069151,8816.34254092711,9515.53029843321,6377.9536976821,114967.616594883,35421.6407991187,26304.5535192043,51600.4861731811,1644.09719365989,8629.83715901762,64556.5178691661,5575.25293047552,4667.08329885581,4062.7247212599,2930.15014613775,8437.74825445272,10666.7375988524,25991.092111945,5055.14751113916,2793.21411449069,42461.4124556573,592.968013408499,32884.1952221678,25360.3579933846,444.242749344423,38177.2983928532,2247.16926350709,52146.1476625383,4735.99218409977,46146.0949511426,70690.6484196391,3438.71031360381,9448.90764168947,49238.8906132001,4617.85826632474,1178.94929856858,694.871962425583,694.168043490732,615.962044979748,14288.5419286122,26705.2513882467,9939.89922237676,46726.6606519753,3266.45393741126,41251.952343171,2930.13965143335,45668.5305995725,41295.8367080872,2028.7090430862,752.838762650619,18000.3355942449,897.515592307042,18103.1687840017,4415.92443611435,3615.49923571909,1025.39893646482,1453.50896357938,3038.69523058309,923.383472328307,116825.697774749,1246.50587902222,58705.5399002125,5623.62956719002,6014.01843152152,58574.4629676463,34793.060482899,40600.1121428879,5211.29929625717,3766.90551808853,52256.1790048899,13519.0454521091,1030.46429609389,1255.90474696309,861.638528460255,1537.75127270204,16167.3559577552,25207.2831134625,43010.4746896271,8398.64541258005,1758.18203333009,10881.6740779611,299.917958674721,11632.3461734153,10031.7177771323,8735.41472289048,979.157612596326,582.375209115951,173630.109076058,2653.59165857578,1693.17205121795,3515.28294206891,1145.94719651386,6110.52503352266,20937.4626784548,111808.161019814,20356.7392076231,77507.4545995528,2995.69328736534,185374.089323362,2687.55955789075,419.40708156408,9336.075319211,7643.28999749059,10349.8113153087,3919.21309256679,3834.43649290301,6074.46815981297,772.666652806096,25420.9339089748,1778.68177839482,5467.890334517,10253.2928231588,3172.43047486234,15741.4115672895,524.512206188752,1195.21920197678,10028.9964586665,390.880070142879,9346.92773727665,57599.7638370336,5313.92153713002,27170.1136619595,347.900949214717,1805.58468646131,2339.26668703236,54934.73471798,90503.6740505039,575.143105573345,14129.1388014345,37376.5430643966,41643.638576614,19571.7783510649,13569.3912459359,1166.67511882072,9509.83464510192,5064.42201325655,2299.85616225895,14005.9895324872,2111.16283881431,17313.8448090679,1245.25755330526,29431.6632244007,23859.7319484965,3674.53599425804,3247.53371672725,3704.59240694917,45769.1202226335,30043.2364940332,74950.8160961377,11363.071719198,14642.1530300023,593.376893065582,1195.46242782098,20847.1849393045,1524.87570955008,1038.37970594685,49829.7181185666,1822.72043911892,449.89342653484,4095.42652868715,67551.5548210479,478.688743633575,7725.14883267041,1444.3629186773,279.014374765276,1445.7527394909,12271.0654116219,2215.08493668586,6933.16529839861,23316.2416215495,30478.2919311109,59478.8805316619,3461.25737453927,14540.8087464893,1922.83205614188,774.972716881486,4106.09401936538,11226.3607884365,563.344218697226,5224.60055731839,1009.35823885565,7065.34603756602,8607.18978582596,1600.46154258483,5494.26338801195,4451.3335374498,1195.46242782097,1445.7527394909,16978.4101704365,4475.77668442525,10338.720390729,4078.03472932897,998.071079685942,553.39931576675,3448.75024547111,6302.81449897416,12586.929503748,58505.0301902005,2011.47050082983,6987.92573856632,10217.2137661224,44791.3386763025,1966.70913494249,3240.22937655647,10591.3043599161,4620.12463055598,5112.1907675293,1683.4523991952,6786.7935021052,1207.16394581221,855.124533622586
"4",2022,33109.4779796419,541.11253555809,4721.9611527446,5325.24866508669,48764.7877402182,6637.60138655486,40154.3379572951,11823.8821784007,4956.98540498741,13912.2048183319,17083.8627772985,54458.3303322133,53937.5357094472,8182.08551558503,265.097708430201,50125.5331274776,841.736430473142,610.043990106253,868.085086407315,7732.20843359071,26098.1231418431,30421.5077315961,7266.95302741427,8354.56810738076,5364.04690570562,98002.3026025346,2323.4519309014,9879.07937124412,20525.7513411165,39312.3560406659,2675.44787113866,7111.15681761003,486.83843086482,50220.782549053,18069.1082035189,85517.9804569227,116220.820649068,12715.5039353823,4786.38026769849,1417.1158573553,1559.74455065271,309.537617632037,2454.22939806407,6124.24419107093,861.194185860048,4013.18881825151,8985.77831230545,9688.30380121258,6495.59943903677,118358.73052147,36227.1059583013,27110.9813763173,52604.5464345098,1676.02610706821,8827.84329811117,65747.9124165336,5681.88551762985,4746.82578580407,4148.2717046178,2984.07350778791,8601.1803557825,10994.4440668969,26475.9332396847,5143.95928717367,2849.28722389253,43242.5143153823,609.525687326866,33507.4510325263,26281.373543066,452.603611284016,38886.625863197,2330.88719569985,53106.608696626,4817.40069364622,46975.9178426345,72825.4084471203,3498.89331709455,9603.47107358504,50159.8097243533,4768.46781462256,1198.74043033966,704.959952231413,703.680191240561,627.571048323665,14606.7450254029,27200.8374759946,10164.3570158433,47686.2978803683,3324.24347502658,42241.5372441565,2984.57862578453,46502.7725492255,42087.89327364,2063.6776139164,764.344703359307,18526.0282751742,918.736977428023,18627.2986731111,4502.96623762834,3685.83665264992,1042.8332833831,1479.43544019997,3104.02503714389,942.448510748873,121140.089870833,1269.98036127447,59876.8728525485,5717.8987834756,6108.84215148306,59640.4435344902,35439.1971356892,41345.4368470607,5301.09069242139,3831.86236141091,53194.9217292131,13996.5240361921,1048.22568551212,1289.6621095657,876.36312615819,1560.35385013132,16483.3042371215,25715.0537117269,43775.2013650532,8554.32804214425,1808.78129329273,11169.7281340451,300.899315646958,11843.2632697596,10251.6393751681,8897.49832780292,1003.75963271236,592.640163729102,177406.705344994,2706.59135532047,1726.57409384321,3583.62086714446,1167.29462915879,6234.71374352969,21716.0664196108,113976.293518774,21103.3228222581,79750.3898267085,3049.25649955959,188918.303444068,2788.13305611056,423.602162602551,9597.89906962204,7798.6260615107,10540.4864529654,3992.57837262799,3909.4217930187,6238.5383388027,787.5290656793,25972.7324433282,1864.04994343518,5637.38258469308,10641.0206838314,3243.38873789134,15683.939489796,533.20443763593,1214.67513430331,10264.1638957389,396.975434502248,9526.76391439518,58625.1115085287,5417.1752214568,27647.0634878231,351.025109789862,1839.71754656549,2403.61303668124,55950.8758661617,92252.1549400063,585.492298996036,14896.5352435554,38070.6573795895,42401.4640635918,19960.9293960889,13869.046936931,1187.53745900076,9685.42103022162,5158.55270546576,2341.36483716845,14322.5515748677,2148.10361200888,17851.2790284483,1269.1333815976,29990.5494087255,24318.0677565925,3743.66550804221,3334.65022653091,3771.88780217449,46606.4043315076,30573.6854423528,76455.0858176779,11717.8376941304,15098.0238955972,603.438817087699,1217.79197676602,21196.8074082708,1552.28534118459,1052.39626537488,50821.2825169109,1852.05065996436,455.633228991646,4176.16343572453,68106.5967381233,487.5003998434,7959.16825985257,1468.32034355614,173.292592444719,1469.73624311308,12536.0896114977,2303.43174661195,7060.75772751405,24044.3494608491,31288.8534571445,60542.3505105905,3525.04253770741,14820.17959292,1949.13842054542,788.320991410968,4192.55276879756,11571.2132744798,571.088506136146,5326.69371706308,1038.98355357417,7301.96487775783,8767.13264427223,1665.70307567461,5664.7736877586,4550.1640929807,1217.79197676601,1469.73624311308,17294.3552250568,4559.76430646036,10540.9449302056,4188.13688560191,1027.55502707786,562.053086400192,3530.73887433147,6428.72813956533,12826.1731135732,59545.2828032556,2070.35560106406,7122.78716380353,10395.1800260873,45620.4241514702,2026.42035963405,3305.92824357777,10783.2946488061,4739.56789238966,5288.98636206542,1732.51747627361,6901.10232563087,1225.10336409406,862.115259011804
"5",2023,33705.1908840728,548.858116035371,4862.35087789135,5475.34021891182,49712.8290955594,6769.66482276309,40427.7766250977,12029.1930032807,5122.92081194604,14195.3989691352,17433.6706504979,55468.9585735849,54927.7357065741,8467.12700636068,268.150004680493,51026.6457635886,855.422192615912,619.823254352294,883.142445081015,7908.32113878755,26604.0792018673,30953.1669627408,7518.36033471365,8611.65407062159,5457.37416682395,99854.8011753219,2363.47256102854,10064.3766398747,20943.5694110376,40007.932807429,2742.23223841598,7247.04583379778,492.914935732475,51110.7227037221,18617.3360727835,87050.7026734333,119569.968015884,12956.1847191586,4886.95780157272,1436.31806915532,1583.5890385374,309.765250222252,2496.37749586609,6240.17353684932,873.913258915487,4109.62239581149,9155.21408368385,9861.077303992,6613.24518039142,121749.844448058,37032.571117484,27917.4092334306,53608.6066958385,1707.95502047653,9025.84943720471,66939.306963901,5788.51810478416,4826.56827275231,4233.8186879757,3037.99686943808,8764.61245711223,11322.1505349413,26960.7743674244,5232.77106320817,2905.36033329436,44023.6161751072,626.083361245241,34130.7068428847,27202.3890927476,460.964473223612,39595.9533335408,2414.6051278926,54067.0697307137,4898.80920319265,47805.7407341264,74960.1684746007,3559.0763205853,9758.03450548061,51080.7288355064,4919.07736292039,1218.53156211074,715.047942037247,713.19233899039,639.180051667587,14924.9481221936,27696.4235637425,10388.8148093098,48645.9351087613,3382.0330126419,43231.1221451422,3039.01760013572,47337.0144988783,42879.9498391927,2098.6461847466,775.850644067999,19051.7209561035,939.958362548998,19151.4285622205,4590.0080391423,3756.17406958074,1060.26763030137,1505.36191682058,3169.35484370468,961.513549169438,125454.481966915,1293.45484352671,61048.2058048844,5812.16799976118,6203.66587144462,60706.4241013336,36085.3337884792,42090.7615512337,5390.88208858564,3896.81920473329,54133.6644535365,14474.002620275,1065.98707493034,1323.41947216832,891.087723856126,1582.95642756061,16799.2525164877,26222.8243099913,44539.9280404795,8710.0106717085,1859.38055325538,11457.7821901293,301.880672619196,12054.1803661039,10471.560973204,9059.58193271537,1028.3616528284,602.905118342249,181183.30161393,2759.59105206515,1759.97613646848,3651.95879221999,1188.64206180371,6358.90245353672,22494.6701607667,116144.426017734,21849.9064368929,81993.3250538651,3102.81971175384,192462.517564774,2888.70655433039,427.797243641023,9859.72282003309,7953.96212553076,10731.1615906222,4065.94365268922,3984.40709313436,6402.60851779248,802.391478552508,26524.5309776817,1949.41810847554,5806.87483486917,11028.7485445042,3314.34700092036,15626.4674123024,541.896669083108,1234.13106662985,10499.3313328113,403.070798861616,9706.60009151377,59650.4591800238,5520.42890578354,28124.0133136866,354.149270365006,1873.85040666965,2467.95938633014,56967.0170143433,94000.6358295083,595.841492418724,15663.9316856763,38764.7716947824,43159.2895505694,20350.080441113,14168.7026279261,1208.3997991808,9861.00741534127,5252.68339767499,2382.87351207795,14639.1136172483,2185.04438520345,18388.7132478284,1293.00920988995,30549.43559305,24776.4035646886,3812.7950218264,3421.76673633454,3839.18319739981,47443.6884403818,31104.1343906726,77959.3555392185,12072.6036690627,15553.8947611921,613.500741109816,1240.12152571106,21546.429877237,1579.69497281909,1066.41282480291,51812.8469152555,1881.38088080979,461.373031448455,4256.90034276195,68661.6386551987,496.312056053222,8193.18768703472,1492.27776843498,67.5708101241617,1493.71974673525,12801.1138113735,2391.77855653805,7188.35015662949,24772.4573001484,32099.414983178,61605.820489519,3588.82770087555,15099.5504393507,1975.44478494895,801.669265940451,4279.01151822973,11916.0657605232,578.832793575066,5428.7868768078,1068.60886829269,7538.58371794963,8927.07550271845,1730.94460876439,5835.28398750525,4648.99464851161,1240.12152571105,1493.71974673525,17610.3002796769,4643.75192849545,10743.1694696822,4298.23904187483,1057.03897446978,570.706857033638,3612.7275031918,6554.6417801565,13065.4167233985,60585.5354163107,2129.24070129829,7257.64858904073,10573.1462860523,46449.5096266379,2086.13158432562,3371.62711059907,10975.2849376961,4859.01115422332,5465.78195660154,1781.58255335203,7015.41114915654,1243.04278237591,869.10598440102
